date,account_number,location_id,bu_id,segment,amount,cost_center_id,vendor_id,project_id
2023-01-24,5003,6,8,Corporate,-25.21648180408682,11.0,,
2023-01-24,5102,3,5,Government,-316.0798304922719,2.0,,
2023-01-24,5103,11,2,Corporate,-381.0579807052644,8.0,,
2023-01-25,1002,5,1,Retail,4130.784162976597,,,
2023-01-25,1003,7,8,Corporate,3037.688512599159,,,
2023-01-25,2003,4,7,Retail,-579.596302425088,3.0,7.0,
2023-01-25,2102,6,5,Retail,-508.69220127416696,7.0,,
2023-01-25,2201,5,1,Retail,-107.99382191583135,5.0,,
2023-01-25,3001,5,5,Corporate,-162.25716690415362,3.0,1.0,5.0
2023-01-25,3002,10,6,Retail,-349.6446859416923,4.0,12.0,3.0
2023-01-25,3401,10,2,Retail,-828.2443643196211,12.0,,
2023-01-25,3602,1,4,Corporate,-67.63108393158504,7.0,8.0,
2023-01-25,3603,12,1,Retail,-192.82537694088418,7.0,5.0,
2023-01-25,3701,7,3,Corporate,-4714.973088938966,1.0,,
2023-01-25,3702,5,4,Corporate,-3152.212253316177,5.0,,
2023-01-25,5101,10,6,Government,-140.43967039750584,12.0,,
2023-01-25,5103,9,2,Government,-495.82892024103876,2.0,,
2023-01-26,1001,4,6,Corporate,3575.6170141645225,,,
2023-01-26,1003,2,2,Corporate,1500.9342817313086,,,
2023-01-26,1102,5,8,Government,-260.84039075654795,12.0,,
2023-01-26,1201,1,8,Retail,1598.4624473754077,,,
2023-01-26,2101,5,4,Corporate,-179.1525698535113,3.0,,
2023-01-26,2103,7,7,Corporate,-156.75142645231188,12.0,,
2023-01-26,2104,5,6,Retail,-409.53074214225103,8.0,,
2023-01-26,2201,11,8,Retail,-55.36559116642212,6.0,,
2023-01-26,3001,2,2,Corporate,-439.72955691604903,5.0,4.0,3.0
2023-01-26,3201,7,5,Retail,-311.413608356225,7.0,,
2023-01-26,3302,10,8,Corporate,-230.52447568778302,12.0,,1.0
2023-01-26,3303,10,2,Government,-146.2554399147169,9.0,,7.0
2023-01-26,3701,9,2,Corporate,-1632.1185140131652,9.0,,3.0
2023-01-26,4002,4,4,Corporate,-67.07063293023882,10.0,,
2023-01-26,5002,6,6,Corporate,-33.906915012537766,4.0,,
2023-01-26,5103,10,7,Retail,-229.41282510945513,8.0,,
2023-01-27,1002,12,3,Corporate,2993.0227290538146,,,
2023-01-27,1003,6,8,Corporate,3983.700835254698,,,
2023-01-27,1102,4,8,Government,-269.4058106687055,4.0,,
2023-01-27,1202,4,1,Retail,3092.9011762549553,,,
2023-01-27,2104,6,7,Retail,-531.3169336468692,12.0,,
2023-01-27,3001,10,2,Government,-390.771676010875,11.0,1.0,6.0
2023-01-27,3003,5,3,Corporate,-150.90789980615926,10.0,3.0,
2023-01-27,3102,1,5,Retail,-3763.885954015853,5.0,,
2023-01-27,3201,7,2,Government,-209.89346828494882,1.0,,
2023-01-27,3202,9,6,Retail,-534.3252959275467,12.0,,
2023-01-27,3401,8,4,Corporate,-1576.7193879601998,10.0,,
2023-01-27,3402,3,7,Retail,-537.7480208283321,8.0,,
2023-01-27,3602,9,5,Government,-64.03438199833835,4.0,2.0,
2023-01-27,3603,4,2,Corporate,-187.03630838561804,11.0,7.0,
2023-01-27,3701,8,3,Corporate,-1471.4575428717594,4.0,,
2023-01-27,5001,7,2,Corporate,-36.46947578670606,8.0,,
2023-01-27,5102,1,2,Corporate,-332.8040264518063,4.0,,
2023-01-27,5103,6,7,Corporate,-107.79327119955758,1.0,,
2023-01-30,1102,2,1,Retail,-258.55636495918105,10.0,,
2023-01-30,3102,8,5,Government,-7030.281132284771,6.0,,
2023-01-30,3103,9,8,Retail,-3367.9251421400577,12.0,,
2023-01-30,3201,9,8,Retail,-145.3898970692199,3.0,,
2023-01-30,3302,4,7,Corporate,-106.09703726866815,11.0,,
2023-01-30,3401,10,8,Corporate,-1585.3374641249059,4.0,,
2023-01-30,3502,8,2,Retail,-276.8719232283195,12.0,4.0,
2023-01-30,3601,3,5,Government,-174.67186899834707,11.0,2.0,
2023-01-30,4001,9,4,Corporate,-124.21898396350427,11.0,,
2023-01-30,5002,6,2,Government,-43.51066376870082,11.0,,
2023-01-30,5003,9,3,Corporate,-48.825433635904304,1.0,,
2023-01-30,5102,5,3,Corporate,-156.72917873713442,12.0,,
2023-01-31,2003,5,4,Corporate,-919.4900171811734,8.0,10.0,
2023-01-31,2101,4,2,Corporate,-484.75431476621117,3.0,,
2023-01-31,3101,2,2,Government,-7977.097195253918,8.0,,
2023-01-31,3103,4,4,Corporate,-2977.75324854236,1.0,,
2023-01-31,3201,3,4,Corporate,-412.40714811296823,10.0,,
2023-01-31,3301,3,1,Retail,-110.1878167347893,5.0,,
2023-01-31,3303,9,3,Corporate,-137.30786311031315,12.0,,2.0
2023-01-31,3402,11,3,Corporate,-1329.416684290362,2.0,,
2023-01-31,5002,4,6,Retail,-28.37206093420359,5.0,,
2023-01-31,5003,9,8,Corporate,-38.64686211905919,8.0,,
2023-01-31,5102,9,3,Corporate,-480.74286560865863,9.0,,
2023-02-01,1102,7,8,Corporate,-228.6774154106709,1.0,,
2023-02-01,1202,2,5,Government,3335.3002805602823,,,
2023-02-01,1203,5,3,Corporate,2653.498515931755,,,
2023-02-01,2003,3,1,Retail,-235.34041302339824,2.0,8.0,
2023-02-01,2101,7,7,Retail,-474.89673464212007,12.0,,
2023-02-01,2102,3,2,Corporate,-375.0372948968722,6.0,,
2023-02-01,2202,7,4,Corporate,-318.03544361458,12.0,,
2023-02-01,3003,8,2,Government,-337.2112361462945,7.0,9.0,7.0
2023-02-01,3102,12,6,Retail,-7159.855414680094,11.0,,
2023-02-01,3103,1,1,Retail,-4264.881825621529,1.0,,
2023-02-01,3402,8,3,Corporate,-1837.9613688039628,4.0,,
2023-02-01,3603,9,1,Retail,-157.31565473556537,8.0,5.0,
2023-02-01,5002,1,5,Retail,-11.838674896598377,7.0,,
2023-02-01,5102,7,1,Retail,-225.3640346029573,4.0,,
2023-02-01,5103,1,7,Retail,-451.5899998059228,5.0,,
2023-02-02,1003,10,3,Corporate,2419.085167343937,,,
2023-02-02,2001,2,3,Corporate,-509.9412253241446,6.0,9.0,
2023-02-02,2101,2,5,Retail,-426.2227692165654,3.0,,
2023-02-02,2102,1,1,Retail,-593.4715046420906,12.0,,
2023-02-02,2201,5,6,Corporate,-144.7892793576932,9.0,,
2023-02-02,3102,5,6,Retail,-6642.325350714609,12.0,,
2023-02-02,3302,11,8,Retail,-201.7564436636772,11.0,,4.0
2023-02-02,3402,7,4,Corporate,-664.8544472242875,5.0,,
2023-02-02,3502,10,4,Corporate,-497.31584387837603,2.0,12.0,
2023-02-02,4102,6,3,Corporate,-87.19800508294448,11.0,,
2023-02-02,5001,11,5,Government,-38.43020912109382,5.0,,
2023-02-02,5003,10,4,Corporate,-31.039742860673766,5.0,,
2023-02-03,1001,11,7,Retail,2557.9275796096817,,,
2023-02-03,1102,1,5,Retail,-238.2731433331036,6.0,,
2023-02-03,3103,5,8,Corporate,-3734.691699906085,1.0,,
2023-02-03,3202,11,5,Retail,-423.26962972660874,11.0,,
2023-02-03,3302,6,3,Corporate,-101.44733436264863,7.0,,
2023-02-03,3303,10,4,Corporate,-184.33109873365163,6.0,,
2023-02-03,3602,1,6,Government,-62.1897934090434,11.0,11.0,
2023-02-03,5003,1,1,Retail,-38.06260350552493,1.0,,
2023-02-03,5101,6,3,Corporate,-487.6839801358209,11.0,,
2023-02-03,5103,7,8,Retail,-224.91118302777573,6.0,,
2023-02-04,1002,5,8,Retail,2333.6292886364417,,,
2023-02-04,1202,10,1,Retail,1059.2486171310961,,,
2023-02-04,1203,3,1,Retail,2067.1296189470468,,,
2023-02-04,2002,8,8,Corporate,-387.10725376353105,12.0,9.0,
2023-02-04,2102,9,2,Retail,-515.0254576120607,4.0,,
2023-02-04,2202,3,3,Corporate,-295.15201271614416,6.0,,
2023-02-04,3001,7,2,Retail,-470.8392658528386,12.0,6.0,
2023-02-04,3003,12,2,Government,-439.0681642141858,3.0,8.0,
2023-02-04,3101,6,5,Government,-2946.6155219363127,5.0,,
2023-02-04,3103,5,3,Corporate,-5503.2714315734465,5.0,,
2023-02-04,3202,7,7,Retail,-307.0676057732404,10.0,,
2023-02-04,3302,2,6,Retail,-224.2014851347385,12.0,,
2023-02-04,3303,4,5,Government,-260.3439638684055,7.0,,7.0
2023-02-04,3502,1,7,Corporate,-186.79334507330685,1.0,10.0,
2023-02-04,4003,12,3,Corporate,-145.96491217993582,9.0,,
2023-02-04,5101,10,7,Retail,-127.93161382463018,1.0,,
2023-02-06,1001,11,5,Corporate,4864.1900205147085,,,
2023-02-06,1102,5,4,Corporate,-141.41506507219893,3.0,,
2023-02-06,1202,6,8,Government,2701.604582840805,,,
2023-02-06,2002,3,4,Corporate,-312.8346516634964,9.0,12.0,
2023-02-06,2104,7,5,Corporate,-523.6859523086202,2.0,,
2023-02-06,2202,3,4,Corporate,-174.30858859219018,6.0,,
2023-02-06,3003,4,5,Government,-293.65523891506876,3.0,9.0,6.0
2023-02-06,3101,5,2,Retail,-2533.5877833956984,5.0,,
2023-02-06,3202,3,7,Retail,-146.96705715681736,1.0,,
2023-02-06,3301,11,1,Retail,-200.58810510199098,4.0,,
2023-02-06,3401,1,8,Retail,-1811.67467785602,12.0,,
2023-02-06,3402,11,7,Retail,-1819.6891563191357,9.0,,
2023-02-06,3501,5,1,Retail,-292.81578891496844,1.0,7.0,
2023-02-06,3602,11,5,Corporate,-72.94087595241507,7.0,4.0,
2023-02-06,3603,11,8,Corporate,-156.32836283222315,7.0,9.0,
2023-02-06,3701,11,4,Corporate,-4087.0585460252037,8.0,,
2023-02-06,4001,10,8,Corporate,-82.22156852773874,7.0,,
2023-02-06,5103,5,8,Government,-242.87243407993031,12.0,,
2023-02-07,1201,2,2,Corporate,4422.427219386148,,,
2023-02-07,1203,8,6,Corporate,4531.736484227082,,,
2023-02-07,2002,10,5,Retail,-780.2369479616864,5.0,6.0,
2023-02-07,2104,6,5,Corporate,-327.9557146835718,11.0,,
2023-02-07,2201,11,5,Retail,-262.8495962568224,11.0,,
2023-02-07,3001,4,3,Corporate,-290.98411330717875,12.0,8.0,10.0
2023-02-07,3002,5,1,Retail,-414.41718452470525,2.0,3.0,
2023-02-07,3003,6,4,Corporate,-220.6755371089709,12.0,3.0,2.0
2023-02-07,3303,11,7,Corporate,-107.09327225534807,11.0,,2.0
2023-02-07,3402,10,4,Corporate,-1434.52168711058,5.0,,
2023-02-07,3601,10,4,Corporate,-122.79745743178415,8.0,2.0,
2023-02-07,3603,11,1,Retail,-100.63489824483979,3.0,12.0,
2023-02-07,5002,4,5,Government,-23.734757051684955,2.0,,
2023-02-07,5003,10,2,Corporate,-45.927852682018525,4.0,,
2023-02-07,5102,9,5,Retail,-429.9112911576691,1.0,,
2023-02-08,1001,4,5,Government,3253.2985681321866,,,
2023-02-08,1102,7,7,Government,-88.53761238500809,7.0,,
2023-02-08,2003,8,1,Retail,-973.7523006971132,3.0,7.0,
2023-02-08,2103,3,5,Corporate,-733.462868127115,3.0,,
2023-02-08,2201,4,2,Corporate,-276.5890879248997,8.0,,
2023-02-08,3003,4,7,Corporate,-263.8275640709227,5.0,5.0,9.0
2023-02-08,3101,6,5,Corporate,-6796.638493562103,10.0,,
2023-02-08,3102,5,5,Government,-7688.594338476146,3.0,,
2023-02-08,3103,12,6,Government,-3548.6220382477095,4.0,,
2023-02-08,3402,11,7,Retail,-522.7123958562863,4.0,,
2023-02-08,3603,10,2,Government,-159.6729886320735,2.0,9.0,
2023-02-08,4101,5,6,Corporate,-43.32082420057621,1.0,,
2023-02-08,5001,7,3,Corporate,-13.160219156136968,6.0,,
2023-02-08,5102,11,1,Retail,-361.86321910204487,9.0,,
2023-02-09,2001,4,2,Corporate,-328.80213782559144,3.0,11.0,
2023-02-09,2002,10,1,Retail,-812.0212760032377,2.0,7.0,
2023-02-09,2201,3,3,Corporate,-320.64541618451284,12.0,,
2023-02-09,3201,8,7,Government,-183.58481160586445,2.0,,
2023-02-09,3301,8,4,Corporate,-223.3058501194647,1.0,,5.0
2023-02-09,3502,11,1,Retail,-225.82244671123937,2.0,9.0,
2023-02-09,3602,7,4,Corporate,-99.27812769991895,1.0,4.0,
2023-02-09,5101,10,2,Corporate,-392.58649757295706,3.0,,
2023-02-09,5102,10,6,Retail,-258.54511977625,10.0,,
2023-02-09,5103,6,4,Corporate,-327.8501001236827,11.0,,
2023-02-10,1003,2,6,Corporate,1060.4427368579002,,,
2023-02-10,1102,10,1,Retail,-131.98599031193666,1.0,,
